CNPJ,EMPRESA,CODIGO
37.368.315/0001-04,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5,25593
32.770.457/0001-71,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA,25020
34.469.625/0001-19,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI,25267
02.790.893/0001-41,COMPANHIA SIDERÚRGICA PAULISTA - COSIPA,18317
60.651.726/0001-16,COMPANHIA SUZANO DE PAPEL E CELULOSE,4065
87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,3298
97.406.706/0001-90,COMPAQ FINANCIAL SERVICES ARREND MERC SA,14990
04.928.297/0001-00,COMPAR CIA PAR REFRIGERANTES,4588
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127
61.231.155/0001-23,COMPESCA CIA BRAS DE PESCA - EM LIQUIDAÇÃO,4596
24.341.455/0001-39,COMPLEXO AGROPEC B DO CORDA SA,511692
54.540.448/0001-27,COMPUGRAF TECNOL. E SISTEMA SA,14230
07.218.506/0001-10,CONAC SA IND DE ART DO COURO,514390
10.678.505/0001-63,CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL,22721
15.578.569/0001-06,CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.,23515
18.572.225/0001-88,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,23868
06.645.766/0001-00,CONCEICAO AGROPEC SA,503517
01.654.604/0001-14,CONCES DA ROD OSÓRIO-POA S/A - CONCEPA,17590
02.327.817/0001-02,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,16810
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA,22144
10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,22268
19.726.048/0001-00,CONCESSIONÁRIA BR-040 S.A.,23892
08.822.767/0001-08,CONCESSIONÁRIA DA RODOVIA MG-050 S.A.,24104
10.841.050/0001-55,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,22411
32.161.500/0001-00,CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.,25356
19.642.306/0001-70,CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,23833
03.207.703/0001-83,CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A,21849
02.415.408/0001-50,CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,21024
02.451.848/0001-62,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,20192
02.509.491/0001-26,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,20397
22.163.297/0001-49,CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE,24139
00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,19208
00.861.626/0001-92,CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A,19577
10.647.979/0001-48,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,22071
19.521.322/0001-04,CONCESSIONÁRIA ROTA DO OESTE S.A.,23922
15.103.039/0001-01,CONCIC ENGENHARIA SA,4600
60.883.824/0001-89,CONCRETEX SA,4618
01.284.807/0001-66,CONDOMINIUM VILLAGE SA,15660
04.088.846/0001-86,CONEPAR PETROQUIMICA SA,19054
60.882.628/0001-90,CONFAB INDUSTRIAL SA,4650
09.053.141/0001-47,CONFEC ERVEST SA,512176
09.053.141/0001-47,CONFEC ERVEST SA,520535
07.188.055/0001-16,CONFEC FINAS SA,504750
04.192.831/0001-63,CONFECCOES LEI BASICA S/A,518646
59.106.484/0001-09,CONFORJA SA CONEXOES DE ACO,4677
01.123.176/0001-01,CONOVER TRADING SA,15563
41.303.405/0001-86,CONPAR PRODS MARINHOS SA,516325
43.081.017/0001-23,CONPART IND ELETRONICA S/A,13544
09.116.278/0001-01,CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL,4685
97.191.902/0001-94,CONSERVAS ODERICH SA,4693
36.243.187/0001-00,CONSIG 6 | COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,25054
29.894.663/0001-89,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,24899
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRAÇÃO SA,4707
13.075.924/0001-07,CONSORCIO TEXTIL DE ACABAM. SA,502529
01.395.591/0001-06,CONSPREVI SA,15814
61.022.042/0001-18,CONST ADOLPHO LINDENBERG SA,4723
17.262.213/0001-94,CONST ANDRADE GUTIERREZ SA,4740
43.382.027/0001-07,CONST CENTENARIO SA EMP E PART,13277
60.395.167/0001-20,CONST CIVIL INDL SA,4766
46.014.635/0001-49,CONST LIX DA CUNHA SA,4774
33.265.695/0001-92,CONST PRESIDENTE SA,11959
89.723.993/0001-33,CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL,13030
22.983.316/0001-83,CONSTRUAMEC-CONSTRUO AGRICULTURA MECANIZADA S/A,513253
22.983.316/0001-83,CONSTRUAMEC-CONSTRUO AGRICULTURA MECANIZADA S/A,520071
61.522.512/0001-02,CONSTRUCOES COM CAM CORREA SA,4715
61.192.373/0001-04,CONSTRUTORA BETER SA,4758
15.102.288/0001-82,CONSTRUTORA NORBERTO ODEBRECHT S.A.,4790
71.476.527/0001-35,CONSTRUTORA TENDA S/A,21148
84.684.349/0001-80,CONSUL SA,4804
17.632.564/0001-40,CONSULT SECURITIZADORA S/A,23256
31.594.055/0001-09,CONTAGEM SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,24651
61.535.241/0001-20,CONTEX CONFECÇÕES TEXTEIS SA,13820
15.117.310/0001-68,CONTEX DE SERGIPE S.A.,502790
13.078.837/0001-03,CONTEX DO NORDESTE S/A,502782
17.250.986/0001-50,CONVAP ENG CONSTRUCOES SA,4731
09.462.850/0001-86,COPACABANA PRINCE PARTICIPAÇÕES S.A.,21598
04.895.066/0001-48,COPALA INDUSTRIAS REUNIDAS SA,4812
07.924.038/0001-08,COPAN-CIA DE PROD ALIMTC DO NE,511439
49.332.299/0001-70,COPAS AGROPEC SA,503665
08.636.086/0001-55,COPAT-CIA PROD ALIM TIMBAUBA,501638
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S/A,24740
04.970.687/0001-49,COPEM CONST PARAENSE DE EST METALICAS SA,520764
15.660.004/0001-73,COPENE PARTICIPAÇÕES S/A,4642
10.265.949/0001-77,COPERSUCAR SA,22535
88.948.492/0001-92,COPESUL - COMPANHIA PETROQUÍMICA DO SUL,14044
06.201.222/0001-59,COPISA CIA PINHEIRENSE INDL,500089
06.201.222/0001-59,COPISA CIA PINHEIRENSE INDL,519995
29.845.329/0001-35,COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS SA,24570
92.670.959/0001-52,CORBETTA SA IND COM,4839
07.589.724/0001-61,CORDESA-CORDOARIA CEARENSE SA,501328
25.865.452/0001-67,COREVA SA PRO AGRI PEC IND COM,4847
15.101.405/0001-93,CORREA RIBEIRO SA COM IND,4863
08.023.236/0001-55,CORRENTES EMPREEND RURAIS SA,514799
14.589.592/0001-33,CORTEX CIA BRASIL DE ESTEROIDES,517925
22.667.760/0001-90,CORTUME N MINAS SA - CORTNORTE,500682
62.092.739/0001-28,COSAN ALIMENTOS S.A.,20923
08.887.330/0001-52,COSAN LIMITED,80071
17.346.997/0001-39,COSAN LOGÍSTICA S.A.,23485
50.746.577/0001-15,COSAN S.A.,19836
13.355.060/0001-79,COSIL HOT E TUR SA,506290
10.431.245/0001-27,COSIMA-CIA SIDERÚRGICA DO MARANHÃO,514993
05.457.163/0001-11,COSMOS COMPONENTES SA,508420
44.689.123/0001-57,COSTA PINTO S.A.,12220
06.054.647/0001-82,COTECE SA,501492
08.045.650/0001-65,COTEMINAS DO NE SA,502537
20.560.660/0001-34,COTENOR SA - IND TEXTIL,500674
61.190.047/0001-50,COTONIFICIO BELTRAMO SA,4871
11.784.121/0001-98,COTONIFICIO SAO JOSE SA,506095
09.929.746/0001-59,COTONOFICIO JOSE RUFINO SA,4901
09.150.152/0001-45,COTTON CIA TEXTIL DO NE,511129
32.441.107/0001-61,COUNTRY PARK HOT TUR E HOTE SA,516813
12.815.916/0001-89,COZINHAS REQUIPE SA,514802
03.410.855/0001-89,CP CIMENTO E PARTICIPAÇÕES S/A,19216
04.657.128/0001-83,CPA CIA PARAISO DE ALIMENTOS,508330
02.429.144/0001-93,CPFL ENERGIA SA,18660
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540
03.953.509/0001-47,CPFL GERAÇÃO DE ENERGIA S/A,18953
02.150.569/0001-69,CPFL JAGUARIÚNA S.A.,20281
65.599.953/0001-63,CPM BRAXIS S/A,20290
07.081.339/0001-09,CR2 CIA SECURITIZADORA DE CREDITOS IMOBILIÁRIOS,19666
07.820.907/0001-46,CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A,20630
34.098.442/0001-34,CREDICARD SA ADMN CARTOES CRED,4936
49.923.766/0001-37,CREDIT COMML FRANCE SA AR MERC,11665
82.641.325/0001-18,CREMER SA,4960
82.641.325/0001-18,CREMER SA,20141
15.104.060/0001-21,CRESAL EXP SA IND E COMERCIO,12955
07.305.329/0001-00,CRIMEIA AGROPECUARIA SA,504629
10.391.241/0001-62,CRISTINA IND E CONFECCOES SA,511811
00.217.864/0001-60,CROMALHAS S/A,516198
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526
33.258.518/0001-89,CRUZEIRO DO SUL SA SERV AEREOS,4995
05.889.284/0001-32,CSA-COMPANHIA SECURITIZADORA DE ATIVOS,19470
00.624.910/0001-45,CSM CARTOES DE SEGURANCA SA,16020
08.902.291/0001-15,CSN MINERAÇÃO S.A.,25585
01.896.779/0001-38,CSU CARDSYSTEM S/A,20044
06.981.381/0001-13,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,23981
02.998.611/0001-04,CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA,18376
02.432.056/0001-40,CTMR CELULAR SA,17086
06.879.308/0001-35,CTN AGROINDUSTRIA E PARTICIPAÇÕES S/A,16799
06.879.308/0001-35,CTN AGROINDUSTRIA E PARTICIPAÇÕES S/A,502553
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO,21652
05.083.092/0001-34,CURBEL COM E IND SA,501930
87.392.320/0001-12,CURI SA HOTEIS E TURISMO,518255
02.470.321/0001-85,CURICACA AGROPECUÁRIA S/A,520004
61.323.226/0001-18,CURT SA,12076
01.118.546/0001-04,CURTUME ACAY SA,511528
14.596.811/0001-01,CURTUME ALIANCA SA,510513
14.664.957/0001-47,CURTUME CAMPELO SA,506109
83.358.952/0001-09,CURTUME DO PARA SA,517267
13.073.580/0001-99,CURTUME INDL NE B SA CURTINBRA,5002
02.166.345/0001-45,CURTUME JANGADAS S/A,518760
02.166.345/0001-45,CURTUME JANGADAS S/A,520799
11.111.812/0001-20,CURTUME MODERNO SA,502979
37.482.460/0001-03,CURTUME SANTO ANTONIO S A.,515507
32.991.648/0001-63,CURTUME STEPHAN SA,512583
06.269.435/0001-12,CURTUMES DO NORDESTE SA,5010
08.797.760/0001-83,CURY CONSTRUTORA E INCORPORADORA S.A.,25100
10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310
73.178.600/0001-18,CYRELA BRAZIL REALTY SA EMPRS E PARTS,14460
08.801.621/0001-86,CYRELA COMMERCIAL PROPERTIES SA EMP PART,21040
96.735.006/0001-86,CZARINA SA,12742
04.906.582/0001-20,D F BASTOS SA INDS ALIMENTI,506389
61.482.725/0001-58,D F VASCONC SA OPT MEC A PREC,5029
12.108.897/0001-50,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,25046
59.172.676/0001-05,DACUNHA SA,5037
27.179.753/0001-62,DADALTO SA,5045
07.801.384/0001-90,DAFERRO SA ALUMINIO E ACO,505218
18.075.259/0001-67,DAIANE AGROPEC E INDS SA,504718
11.026.168/0001-92,DALBAN - INDS REUNIDAS SA,500992
02.312.604/0001-07,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,16950
12.234.084/0001-07,DAMASCENO TEXTIL SA,500704
92.758.085/0001-90,DANA-ALBARUS S.A. INDÚSTRIA E COMÉRCIO,248
08.802.803/0001-71,DANTAS IRRIGACAO DO NE SA,501484
01.287.588/0001-79,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A.,24414
28.479.764/0001-20,DATAIN DATA INDUSTRIAL SA,504653
33.387.382/0001-07,DATAMEC SA SIST PROC DE DADOS,5061
03.114.361/0001-57,DATASUL S/A,20095
88.616.735/0001-95,DE ANTONI SA MAQS IMPL AGRIC,5070
61.146.650/0001-34,DE MAIO GALLO S.A IND. COM. PÇS P/ AUTOM,5088
31.284.391/0001-47,DECONCRETO IND E COM SA,512753
54.360.912/0001-01,DEDINI SA ADM E PARTICIPACOES,5096
48.170.765/0001-04,DEDINI SA SIDERURGICA,5100
59.359.539/0001-84,DEDIPAR SA PARTICIPACOES,13625
12.395.010/0001-52,DELUXE MOTORS S.A.,23191
05.858.345/0001-02,DENAM DENDE DA AMAZONIA SA,508500
22.959.167/0001-17,DENBRASA-DENDE DO BRASIL SA,506400
05.361.076/0001-66,DENDE DE MOEMA DA,507628
04.834.784/0001-04,DENDÊ DO PARÁ S/A,517593
04.719.951/0001-76,DENDE DO TAUA SA DENTAUA,519618
62.464.904/0001-25,DERSA DESENVOLVIMENTO RODOVIARIO SA,14699
43.482.819/0001-45,DESTILARIA GAMELEIRA SA,514675
47.240.585/0001-80,DESTILARIA R S SA,5142
13.546.106/0001-37,DETEN QUIMICA SA,500836
57.247.900/0001-55,DFV AUTOMACAO E ROBOTICA SA,13390
92.825.900/0001-96,DHB IND E COMERCIO SA,5150
11.665.817/0001-03,DI GALLA MODAS SA IND E COM,513369
61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,19623
34.658.286/0001-19,DIAGRO RACOES SA,509426
11.245.982/0001-06,DIAMAR SA,506168
60.930.468/0001-07,DIAMETRO EMPREENDIMENTOS SA,5169
00.664.949/0001-96,DIAMONDMALL SA EMPREENDS PARTS,15059
24.447.021/0001-18,DIASA DOURADO IRRIGAÇÃO E AGRICULTURA SA,515205
07.461.783/0001-50,DIAVE EMPREENDIMENTOS AVÍCOLAS S/A,507415
65.654.303/0001-73,DIBENS LEASING S.A.- ARREND. MERCANTIL,14214
15.247.711/0001-32,DICACAU-LAV IND E COM DE CACAU,511501
31.805.393/0001-34,DIGILECTRON ELETRONICA SA,505269
89.547.269/0001-04,DIGITEL S.A. INDUSTRIA ELETRONICA - EM RECUPERAÇÃO JUDICIAL,12858
40.173.064/0001-09,DIJON SA,13838
92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,9342
07.659.538/0001-51,DINAMICA ENERGIA S/A,20052
16.614.075/0001-00,DIRECIONAL ENGENHARIA SA,21350
27.575.950/0001-09,DISA DESTILARIA ITAUNAS SA,514314
04.211.850/0001-90,DISMAC INDUSTRIAL SA,5177
92.689.256/0001-76,DISTRIB PRODUTOS PETROLEO IPIRANGA S.A.,5193
01.125.282/0001-16,DISTRIBUIDORA DE PETROLEO DA BAHIA SA,18945
39.374.863/0001-64,DIVIWALL INDUSTRIA E COMERCIO SA,514845
61.160.008/0001-00,DIXIE LALEKLA SA,13846
60.394.723/0001-44,DIXIE TOGA SA,14931
33.433.665/0001-48,DOCAS INVESTIMENTOS SA,3182
02.207.388/0001-21,DOCASNET SA,16870
84.683.408/0001-03,DOHLER S.A.,5207
01.252.296/0001-09,DOMINIUM PAR SA,15806
60.646.502/0001-16,DOMINIUM SA,5215
04.034.792/0001-76,DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,19070
08.926.302/0001-05,DOMMO ENERGIA S.A.,23493
31.119.639/0001-14,DONA ISABEL SA,3212
02.682.065/0001-90,DORADA AGROINDUSTRIAL S/A,519189
82.610.726/0001-00,DOUAT CIA TEXTIL,11363
33.387.549/0001-30,DOVA SA,5223
04.526.992/0001-46,DOVAM S/A IND E COM,510980
60.435.351/0001-57,DOW QUIMICA SA,5231
03.382.891/0001-86,DR. INVEST S/A,18511
84.683.481/0001-77,DROGARIA FARM CATARINENSE SA,5240
12.492.734/0001-14,DROGARIAS AMERICANAS SA,22837
03.436.854/0001-03,DRUANZA SA AGROINDL,513024
03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,18597
63.460.299/0001-87,DUCOCO AGRICOLA SA,516589
09.426.032/0001-28,DUCOCO PRODS ALIMENTICIOS SA,501590
11.423.623/0001-93,DUFRY AG,80110
08.383.595/0001-13,DUFRY SOUTH AMERICA LTD,80039
04.400.685/0001-14,DUMONT SAAB DO BRASIL S/A,517356
06.571.137/0001-82,DUNAS PRAIA HOTEL SA,501700
07.041.007/0001-09,DURAMETAL SA,505714
87.266.359/0001-93,DURATEX MADEIRA AGLOMERADA SA,8257
97.837.181/0001-47,DURATEX S.A.,21091
61.194.080/0001-58,DURATEX SA,5274
60.881.422/0001-45,DUREX INDUSTRIAL SA,620
10.382.341/0001-22,DUXXI IMOBILIÁRIA S.A.,22047
32.499.527/0001-07,DYNACOM TECNOLOGIA SA,507814
36.334.951/0001-44,EARL GALVEAS OLIVEIRA HOTEIS E TURISMO S/A,514020
36.334.951/0001-44,EARL GALVEAS OLIVEIRA HOTEIS E TURISMO S/A,520500
02.535.294/0001-81,EASYPAR SA,17795
35.525.336/0001-52,EBONOR EMP BORRACHA INDL NE SA,513865
10.847.761/0001-37,EBX BRASIL SA,21784
51.218.089/0001-06,ECIL SA PRODS E SIST MED CONT,13331
33.261.561/0001-01,ECISA ENG COM E INDUSTRIA SA,5339
02.151.985/0001-81,ECO HILLS SA,16578
10.753.164/0001-43,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,21741
19.208.022/0001-70,ECO050 - CONCESSIONÁRIA DE RODOVIAS S.A.,23884
15.484.093/0001-44,ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,23582
83.382.721/0001-30,ECOMAR INDÚSTRIA DE PESCA S/A,516694
15.102.080/0001-63,ECONOMICO SA ARREND MERCANTIL,13943
13.587.050/0001-69,ECONOMICO SA EMPREENDIMENTOS,13536
08.873.873/0001-10,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,21903
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453
27.092.587/0001-62,EDAFO SECURITIZADORA S.A.,24325
04.598.553/0001-49,EDIPAN AGROPECUARIA SA,506443
89.411.771/0001-85,EDISA HEWLETT-PACKARD SA,5347
02.183.757/0001-93,EDITORA ABRIL S/A,19143
60.598.059/0001-55,EDITORA ABRIL SA,13706
60.598.059/0001-55,EDITORA ABRIL SA,14281
33.270.240/0001-65,EDITORA DE GUIAS LTB SA,5355
14.574.289/0001-67,EDITORA GRAFICA O DIA SA,514497
61.383.279/0001-24,EDITORA LISA SA LIVROS IRRADT,8052
13.565.502/0001-01,EDN ESTIRENO DO NORDESTE SA,5363
03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,19763
28.152.650/0001-71,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,15342
02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,16985
12.668.792/0001-56,EGEU PARTICIPAÇÕES SA,22713
92.696.038/0001-69,EICOM ENG IND E COMERCIO SA,5371
00.261.304/0001-02,EISA ESTALEIRO ILHA SA,16411
12.610.097/0001-33,EKOPARKING SA,22896
03.143.666/0001-97,ELAGRO PECUARIA SA,509671
05.017.033/0001-68,ELDORADO AGRICOLA SA,519901
07.401.436/0001-31,ELDORADO BRASIL CELULOSE S.A.,22810
53.843.777/0001-84,ELEBRA SA ELETR BRASILEIRA,12122
82.643.537/0001-34,ELECTRO AÇO ALTONA S/A,5380
76.487.032/0001-25,ELECTROLUX DO BRASIL SA,10006
13.788.120/0001-47,ELEKEIROZ S/A,4359
10.362.796/0001-86,ELEKEIROZ SA,12556
02.328.280/0001-97,ELEKTRO REDES S.A.,17485
33.069.063/0001-53,ELETRICIDADE DA AMAZÔNIA S/A,515159
01.104.937/0001-70,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,15784
51.702.975/0001-00,ELETRODIGI ELETR DIGITAL SA,5398
76.498.179/0001-10,ELETROFRIO SA,15474
09.347.516/0001-81,ELETROMIDIA S.A.,25569
10.216.117/0001-60,ELETROMOURA SA,5428
01.729.228/0001-80,ELETRON PNSC SA,16403
00.514.998/0001-42,ELETRON SA,16209
03.052.673/0001-83,ELETRONET S/A,18740
61.695.227/0001-93,ELETROPAULO METROPOLITANA EL.S.PAULO S.A,14176
20.789.145/0001-20,ELETROSILEX SA,14974
20.789.145/0001-20,ELETROSILEX SA,504807
22.164.990/0001-36,ELETROSOM S/A - EM RECUPERAÇÃO JUDICIAL,22373
92.776.665/0001-00,ELEVA ALIMENTOS S/A,12238
00.028.986/0001-08,ELEVADORES ATLAS SCHINDLER SA,15598
90.347.840/0001-18,ELEVADORES SUR SA IND COM,5436
09.053.134/0001-45,ELFA MEDICAMENTOS S.A.,25348
52.556.578/0001-22,ELGIN MAQUINAS SA,5444
25.505.371/0001-56,ELIANE AZULEJOS DE MG SA,516830
06.009.625/0001-09,ELIZABETH NORDESTE,504416
02.357.659/0001-25,ELIZABETH PORCELANATO S/A,518301
92.760.891/0001-00,ELIZIARIO SA CORROC E ONIBUS,5460
21.581.509/0001-45,ELSTER MEDIÇÃO DE ÁGUA S/A,506621
57.488.645/0001-32,ELUMA SA INDUSTRIA E COMERCIO,5479
04.990.461/0001-00,EMA AGROPEC SA,510858
02.302.101/0001-42,EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A,16993
06.032.643/0001-01,EMAPE ALIMENTOS DA IBIAPABA SA,503827
17.992.538/0001-22,EMBAUBA FLORESTAL SA,5487
51.739.530/0001-97,EMBAUBA SA DES ENERGETICO,5495
60.208.493/0001-81,EMBRAER EMP BRAS AERON SA,5509
07.689.002/0001-89,EMBRAER S.A.,20087
01.969.933/0001-54,EMBRAH TRUST SA,16764
07.888.464/0001-25,EMBRAPESCA EMP BRAS PESCA SA,511030
02.558.124/0001-12,EMBRATEL PARTICIPAÇÕES SA,17647
04.853.859/0001-02,EMBUY E DE BUBALINOCULTURA S A,515698
31.765.365/0001-30,EMERICK AGROPEC SA,509566
76.491.828/0001-51,EMILIO ROMANI SA,5525
07.335.540/0001-75,EMP AGROPEC MONTE SA,507431
06.004.097/0001-97,EMP AGROPEC VALE POTY SA,507369
84.720.630/0001-20,EMP BRAS COMPRES SA - EMBRACO,5550
06.088.009/0001-82,EMP BRAS DE CALCADOS SA - EBC,510262
33.220.880/0001-60,EMP BRAS SOLDA ELETRICA SA,5568
23.560.717/0001-93,EMP BRASILEIRA EQUIPAMENTOS SA,515981
33.497.660/0001-89,EMP CINEMAS SAO LUIZ SA,18171
07.441.439/0001-07,EMP COML INDL DO CAJU SA,503070
04.366.183/0001-14,EMP DE BUFALOS DO AMAPA SA,507792
04.366.183/0001-14,EMP DE BUFALOS DO AMAPA SA,519227
39.409.198/0001-05,EMP DE MINERACAO LITORANEA SA,515779
04.203.337/0001-57,EMP DE NAVEGACAO ENVIRA SA,512893
09.138.462/0001-44,EMP DE PREMOLDADOS SA,516864
07.819.493/0001-35,EMP RURAL CARAUBAS SA,504572
28.258.846/0001-45,EMP RURAL E ECO LAGOA AZUL SA,515302
03.982.931/0001-20,EMP SANEAM M GROSSO DO SUL S.A. -SANESUL,14877
01.971.614/0001-83,EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR,16497
08.873.333/0001-37,EMPASA SA FAZS REUN,506265
09.119.033/0001-20,EMPESCA SA CONS NAV PESCA EXP,503410
09.119.033/0001-20,EMPESCA SA CONS NAV PESCA EXP,520721
02.222.736/0001-30,EMPR. CONCESS. DE RODOVIAS DO NORTE S.A. - ECONORTE,19011
09.008.947/0001-13,EMPREEND RURAIS TABOCAS SA,506230
06.963.185/0001-16,EMPREEND RURAIS VERA SA,509710
06.133.029/0001-28,EMPREENDIMENTOS AGROINDUSTRIAIS REUNIDOS S/A,504173
06.626.253/0001-51,EMPREENDIMENTOS PAGUE MENOS SA,22608
61.076.998/0001-00,EMPREENDS ADM COM ANNA SA,5541
02.511.048/0001-90,EMPRESA CONC.DE RODOV.DO SUL S/A ECOSUL,19283
33.000.985/0001-04,EMPROL SA EMBALAGENS,517402
13.358.189/0001-30,EMTUSA-EMPREEND TURISTICOS SA,507288
08.616.047/0001-96,ENAL ENERGIA ALTERNATIVA SA,513636
11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,22365
21.262.638/0001-70,ENCALSO PARTICIPAÇÕES EM CONCESSÕES S.A.,23701
01.414.107/0001-49,ENERGIPAR PARTICIPAÇÕES S.A.,15849
03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,14605
15.413.826/0001-50,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A,5576
19.527.639/0001-58,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A,3271
09.095.183/0001-40,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A,21938
00.864.214/0001-06,ENERGISA SA,15253
13.017.462/0001-63,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A,18996
07.282.377/0001-20,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,24864
28.201.130/0001-01,ENERGISA TRANSMISSÃO DE ENERGIA S.A.,24589
00.751.913/0001-40,ENERTEL ENERGIA TELEC PART SA,15032
04.423.567/0001-21,ENEVA S.A.,21237
11.103.843/0001-30,ENGECOL ARTEFATOS DE CONCRETO SA,504700
56.991.888/0001-26,ENGESA ENGO ESPECIALIZADOS SA,5649
15.749.799/0001-90,ENGETRONICS DA AMAZONIA SA,520632
33.144.940/0001-03,ENGEVIX ENGENHARIA SA,5657
15.113.475/0001-61,ENGEX SA EQUIPS ESPECIALIZADOS,502065
02.474.103/0001-19,ENGIE BRASIL ENERGIA S.A.,17329
60.835.105/0001-92,ENIA INDUSTRIAS QUIMICAS SA,12106
05.083.241/0001-65,ENISA ENG IND SA,507997
16.922.038/0001-51,ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,25259
26.664.057/0001-89,ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.,24341
88.611.975/0001-05,ENXUTA SA,12211
12.394.936/0001-23,EOX ENERGIA EÓLICA S.A.,23078
03.701.830/0001-34,EPILIFE EMPREENDIMENTOS E PART S/A,19321
02.302.098/0001-67,EPTE-EMPR. PTA TRANS. ENERG. ELETR. S.A.,17000
03.220.438/0001-73,EQUATORIAL ENERGIA S/A,20010
06.272.793/0001-84,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,16608
04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,18309
26.845.702/0001-60,EQUATORIAL TRANSMISSORA 7 SPE S.A.,24457
27.967.244/0001-02,EQUATORIAL TRANSMISSORA 8 SPE S.A.,24481
33.067.745/0001-27,ERICSSON TELECOMUNICACOES SA,5690
